Datum,Argentinierstrasse,Donaukanal ,Langobardenstrasse,Lassallestrasse,Liesingbach,Neubaugürtel,Opernring Innen,Opernring Aussen,Wienzeile,Margaritensteg,Operngasse ,Praterstern
20140101,234,277,68,377,99,235,478,231,242,154,436,522
20140102,548,327,167,629,155,655,1030,434,289,289,1047,908
20140103,608,396,180,762,149,657,1090,436,346,340,1172,992
20140104,360,207,129,306,82,437,631,289,180,251,721,510
20140105,320,235,95,428,123,373,600,247,210,233,604,527
20140106,442,479,159,1027,296,557,984,398,414,394,859,969
20140107,1251,541,265,994,187,1084,1732,876,472,572,2434,1410
20140108,1193,600,228,998,193,1078,1759,898,519,593,2519,1469
20140109,1277,535,214,949,190,1025,1814,906,465,585,2544,1396
20140110,1157,476,230,884,181,1017,1730,826,414,635,2261,1322
20140111,597,410,141,631,157,718,1092,439,357,495,1138,797
20140112,520,526,133,702,254,604,985,429,458,371,932,875
20140113,1321,579,219,1096,187,1122,1780,947,504,629,2479,1427
20140114,1286,540,204,1028,165,1018,1766,915,469,627,2505,1397
20140115,1329,559,232,1028,187,1106,2017,959,487,689,2628,1530
20140116,1276,533,205,1010,178,1122,1914,953,465,622,2503,1461
20140117,1117,559,202,967,193,1070,1820,877,487,602,2298,1401
20140118,492,298,92,487,94,604,855,411,259,379,973,660
20140119,534,552,150,846,238,581,1026,389,485,418,969,996
20140120,1191,559,208,922,183,934,1640,811,483,578,2346,1335
20140121,1109,366,138,757,123,774,1401,689,319,476,2084,1038
20140122,1235,415,202,840,130,908,1686,781,359,563,2314,1233
20140123,1185,447,169,864,128,935,1616,798,390,566,2330,1276
20140124,980,402,151,633,126,800,1065,513,348,447,1819,987
20140125,425,246,84,299,89,446,594,340,214,256,764,523
20140126,221,155,56,187,50,240,1280,168,133,149,409,331
20140127,558,226,127,483,36,424,1463,406,199,261,1207,739
20140128,713,250,124,587,71,557,1048,500,219,367,1482,858
20140129,765,283,174,564,55,580,958,512,245,313,1439,840
20140130,746,287,131,550,60,640,1101,586,250,345,1499,882
20140131,637,247,132,520,44,556,901,482,215,278,1240,751
20140201,252,94,35,177,27,319,367,194,84,163,498,292
20140202,141,74,44,117,15,198,230,145,68,88,304,184
20140203,502,206,94,404,16,445,673,387,182,205,1063,623
20140204,616,281,100,486,11,491,797,462,244,327,1266,799
20140205,649,266,108,529,15,543,853,473,233,355,1267,817
20140206,685,371,127,685,43,569,972,488,321,372,1430,891
20140207,660,329,144,592,78,615,968,508,287,349,1314,880
20140208,370,353,137,526,113,510,760,354,310,410,806,627
20140209,177,108,64,208,63,258,303,135,97,106,375,302
20140210,1117,506,236,987,170,911,1394,757,439,557,2003,1266
20140211,1035,346,191,823,115,871,1467,700,419,519,1979,1226
20140212,678,199,92,520,83,590,856,451,251,342,1279,781
20140213,1125,524,222,1107,197,972,1699,764,501,601,2247,1465
20140214,1017,402,221,983,164,887,1533,720,493,567,1958,1261
20140215,545,852,225,755,235,620,990,459,404,464,1063,936
20140216,412,514,117,505,131,403,632,320,232,253,584,617
20140217,1165,399,259,1019,165,947,1467,810,467,574,2068,1403
20140218,1283,466,210,1058,186,1073,1607,854,483,567,2332,1459
20140219,1062,324,192,830,148,831,1236,721,426,457,1881,1158
20140220,1328,658,266,1222,219,1041,1951,960,580,725,2464,1610
20140221,1201,694,276,1283,257,1111,1872,897,609,690,2194,1578
20140222,509,372,86,439,121,564,819,416,287,386,971,620
20140223,661,1452,231,1428,399,664,1568,523,833,630,1146,1389
20140224,1398,713,329,1549,326,1305,1627,1313,681,825,2678,1878
20140225,1458,780,317,1561,324,1382,1686,1499,748,888,2940,1988
20140226,1350,534,295,1262,199,1173,1417,1273,552,651,2668,1651
20140227,1355,616,283,1240,257,1265,1533,1398,640,752,2654,1744
20140228,1284,588,285,1325,269,1121,1408,1238,586,757,2399,1604
20140301,783,1153,220,1063,362,885,1439,576,630,733,1414,1250
20140302,732,1393,262,1382,460,749,1531,644,732,696,1310,1438
20140303,1404,490,263,1241,228,1190,1901,1133,584,730,2745,1676
20140304,1108,363,214,1002,107,1049,1578,799,412,562,2170,1416
20140305,1599,756,305,1495,305,1586,2348,1212,717,939,3290,2079
20140306,1335,414,225,1127,181,1238,1861,1061,511,673,2702,1618
20140307,1298,671,298,1256,252,1308,1975,1055,592,721,2677,1761
20140308,927,1428,272,1374,468,1139,1955,828,765,1029,1836,1581
20140309,936,2097,403,2260,903,1155,2123,791,1177,1013,1758,2147
20140310,1839,815,403,1719,350,1624,2868,1494,841,1060,3734,2281
20140311,1986,1147,446,2211,436,1844,3297,1650,994,1359,4141,2767
20140312,2048,1164,426,2256,460,1816,3326,1664,1041,1349,4168,2787
20140313,2105,1206,479,2245,454,1962,3536,1733,1093,1464,4536,2805
20140314,1975,1752,599,2612,639,2012,3612,1747,1144,1458,4205,3015
20140315,417,536,88,411,93,672,768,419,235,463,943,677
20140316,320,189,53,257,39,367,490,267,142,318,612,436
20140317,1711,664,347,1440,208,1452,2624,1315,706,1010,3683,2027
20140318,2231,1342,486,2405,507,2003,3739,1790,1110,1365,4618,2935
20140319,1670,521,339,1474,278,1418,2341,1268,647,795,3388,1948
20140320,2333,1505,579,2670,734,2193,4061,1968,1256,1540,4835,3227
20140321,2154,1880,582,2923,748,2315,4184,1817,1402,1648,4412,3245
20140322,1416,2955,482,3164,1043,1710,3365,1318,1543,1478,2702,2881
20140323,400,365,131,453,93,445,647,329,191,277,691,590
20140324,1170,292,178,916,149,1017,1710,998,408,642,2625,1368
20140325,1795,732,326,1571,292,1642,2679,1443,745,1000,3616,2122
20140326,1945,963,407,1941,377,1825,3275,1646,886,1157,4125,2517
20140327,2067,1058,463,2162,414,2001,3685,1861,974,1226,4437,2809
20140328,1993,1433,569,2294,622,2081,3850,1746,1158,1416,4103,2840
20140329,1320,2517,508,3044,984,1684,3367,1366,1387,1432,2847,2772
20140330,1425,3220,757,4352,1405,1513,3671,1259,1744,1548,2584,3492
20140331,2333,1255,607,2609,594,2164,3936,1906,1194,1478,4636,3099
20140401,2422,1488,612,2768,646,2348,4224,2135,1371,1658,5273,3505
20140402,2478,1378,609,2763,586,2351,4511,2177,1203,1677,5328,3431
20140403,2600,1703,713,3097,623,2645,4870,2342,1433,1782,5652,3696
20140404,2118,1254,578,2343,519,2216,3872,1953,1077,1554,4585,2951
20140405,1310,1983,446,2422,724,1630,3505,1610,1177,1464,3033,2437
20140406,1078,1663,420,1969,534,936,3039,1264,809,976,2387,2034
20140407,2555,1731,741,3398,734,2431,4826,2331,1498,1730,5432,3900
20140408,2307,1525,647,2849,565,2241,4181,2054,1180,1618,5187,3297
20140409,1862,810,373,1799,241,1844,3108,1589,749,1118,4005,2416
20140410,1267,374,270,1185,158,1147,1826,1074,455,675,2689,1750
20140411,1928,1270,465,2230,481,1992,3667,1790,1009,1411,4036,2710
20140412,1189,1706,412,2239,592,1618,3258,1579,1046,1263,2583,2270
20140413,780,1155,219,1341,326,940,1678,1035,656,905,1638,1502
20140414,1212,558,239,1441,242,1126,1865,1039,547,773,2415,1696
20140415,883,300,191,939,108,764,1130,660,283,428,1672,1177
20140416,1120,535,204,1210,156,1093,1821,911,450,650,2152,1499
20140417,1379,1068,377,1917,320,1450,2432,1164,766,963,2870,2133
20140418,1274,1662,491,2337,598,1517,2656,1255,1022,1219,2514,2483
20140419,677,1267,259,1287,457,835,1544,665,728,711,1373,1163
20140420,539,1026,212,1284,338,596,1462,549,668,582,1090,1246
20140421,645,1326,279,1368,477,781,1623,614,757,621,1243,1394
20140422,1497,940,394,1836,425,1688,2676,1330,899,999,3065,2326
20140423,2629,1862,688,3395,732,2570,4408,2202,1548,1773,5037,3911
20140424,2311,1504,538,2714,612,2189,4011,1973,1156,1477,4531,3189
20140425,1459,699,347,1490,234,1373,2591,1137,632,945,2718,1895
20140426,745,954,199,1288,296,1085,1715,765,585,818,1492,1425
20140427,1646,3842,817,4715,1531,1825,4129,1650,2052,1743,3064,3983
20140428,2495,1505,670,3012,600,2353,4362,2206,1379,1654,5268,3491
20140429,2026,906,459,2208,345,1959,3482,1760,924,1257,4410,2732
20140430,2835,1988,716,3891,664,2664,5234,2510,1582,1906,5885,4134
20140501,1858,4169,780,6253,1305,1669,5067,1916,1838,1965,3671,5114
20140502,2135,2491,725,3943,894,2080,4377,1972,1723,1702,4256,3878
20140503,548,361,128,563,105,835,1124,606,302,443,1225,807
20140504,897,1855,269,1909,526,1172,2243,912,1014,958,1832,1874
20140505,2516,1389,571,2871,606,2452,4205,2114,1355,1519,5149,3471
20140506,2980,2120,701,3797,854,2618,5395,2488,1728,1958,6014,4319
20140507,2046,995,481,2148,404,1817,3332,1657,954,1211,4191,2697
20140508,2853,1825,622,3500,661,2646,5485,2362,1666,1764,5991,3907
20140509,2125,1210,509,2628,438,2052,4344,2132,1101,1482,4348,3063
20140510,1514,2233,481,3312,810,1628,3793,1782,1356,1481,2958,3079
20140511,278,250,84,467,89,383,619,308,166,223,566,604
20140512,2350,1223,496,2637,443,2096,3896,2016,1235,1544,4910,3179
20140513,1938,939,390,2062,296,1732,3203,1657,875,1215,4164,2540
20140514,2119,989,330,1908,306,2012,3553,1766,942,1233,4460,2609
20140515,727,235,102,608,77,623,951,541,262,377,1487,856
20140516,455,127,86,400,33,424,556,357,142,215,841,575
20140517,492,331,115,551,86,622,936,478,210,402,1000,735
20140518,565,694,118,803,123,672,1402,570,401,438,1094,1015
20140519,2416,1441,589,2950,517,2216,4378,2019,1310,1718,4956,3404
20140520,3230,2710,824,4654,975,2944,6363,2797,2133,2386,6819,5266
20140521,3367,2751,886,4999,989,3245,6434,2912,2019,2489,7128,4983
20140522,3260,2614,857,5037,907,3192,6187,2927,1968,2392,7030,5229
20140523,2885,2544,764,4703,808,2850,5840,2683,1744,2218,6032,4820
20140524,1370,1975,463,2583,556,1574,3314,1474,1130,1398,2902,2662
20140525,1913,3674,772,5952,1165,1653,4548,1661,1927,1952,3374,4951
20140526,2488,1476,668,3169,590,2385,4579,2162,1368,1668,5481,3672
20140527,2205,1162,534,2468,416,2004,3756,1914,1155,1365,4730,3101
20140528,1720,660,348,1697,237,1571,2709,1504,683,1050,3620,2171
20140529,424,789,135,688,156,606,857,435,412,346,860,871
20140530,1455,1220,337,1823,283,1489,2976,1363,820,1031,3148,2243
20140531,1090,2005,417,2393,489,1392,3232,1259,1067,1239,2468,2166
20140601,1330,2496,468,2964,722,1358,2938,1098,1419,1121,2316,2637
20140602,2730,1817,753,3405,685,2644,4680,2236,1537,1847,5754,3966
20140603,2835,1976,706,3408,637,2686,4962,2350,1582,2103,5948,4098
20140604,3126,2493,832,4295,817,3191,5949,2948,1986,2427,6851,4777
20140605,2659,1659,618,3028,511,2572,4584,2339,1272,1829,5648,3640
20140606,2955,2935,883,4970,829,2750,5754,2534,1863,2242,6171,4836
20140607,1620,2942,653,5680,951,1879,3823,1872,1455,1775,3278,4246
20140608,1576,3733,622,7454,949,1431,3874,1480,1415,1543,2971,4905
20140609,1477,4030,818,8010,1055,1575,3825,1619,1394,1444,2863,5273
20140610,2735,2230,864,6232,788,2790,5093,2596,1789,2053,5819,5540
20140611,2948,2267,933,6110,681,2952,5458,2685,1795,2140,6593,5740
20140612,2754,2004,678,4011,592,2868,5263,2617,1511,2048,6018,4483
20140613,2884,2068,763,4676,692,2919,5727,2730,1625,2109,6129,4795
20140614,1727,1735,511,2910,582,1866,3570,1679,1144,1332,3565,2886
20140615,1656,3095,634,3963,1036,1842,3920,1528,1625,1484,3167,3848
20140616,2927,2328,835,3893,782,2906,5402,2659,1899,2234,6482,4554
20140617,3151,2301,850,4509,771,3146,5891,2884,1791,2204,6863,4983
20140618,3080,2184,890,4463,731,3060,5765,2856,1880,2225,6762,4848
20140619,1691,3615,838,6394,1208,1978,3433,2314,1804,1807,3309,4728
20140620,1439,811,310,2077,273,1660,3269,1575,791,1204,3290,2643
20140621,1289,1587,468,2470,529,1841,3116,1386,1288,1270,2663,2432
20140622,1654,3742,755,5963,1254,1702,3987,1617,1933,1694,3341,4613
20140623,3150,2416,872,5078,811,3023,5634,2717,1841,2145,6465,5133
20140624,2834,1889,701,3581,636,2816,5569,2552,1543,2030,6116,4140
20140625,2664,1496,557,3247,501,2525,4291,2286,1259,1554,5263,3845
20140626,2619,1759,534,3163,590,2529,4727,2341,1544,1798,5790,3688
20140627,2637,2283,731,4544,764,2939,5062,2539,1754,2011,5627,4524
20140628,1527,2239,586,4731,750,1927,3764,1620,1353,1500,3108,3791
20140629,1122,1999,543,3925,667,1180,2439,1123,1111,1110,2135,2999
20140630,740,373,173,979,124,1008,1261,723,389,570,1789,1265
20140701,2736,2278,685,4165,765,2906,5266,2439,1889,2121,5805,4576
20140702,1828,1338,534,2441,479,1921,3080,1607,1046,1203,3889,2767
20140703,2756,2564,686,4695,833,2775,5197,2593,1788,2086,5775,4830
20140704,2500,2822,728,5154,676,2621,4675,2323,1601,1984,5299,4793
20140705,1084,1115,364,2027,427,1377,2179,1048,881,1003,2255,1943
20140706,1598,4124,706,7571,854,1586,3542,1615,1697,1559,2862,4953
20140707,2752,3335,749,6122,758,2611,4831,2429,1785,1920,5472,5504
20140708,2341,2149,608,3931,577,2448,4162,2235,1497,1743,4826,4083
20140709,2083,1364,431,2482,322,2182,3441,1856,1026,1389,4133,3078
20140710,2351,1871,639,3414,565,2460,4096,2081,1474,1627,4828,3811
20140711,679,446,134,807,53,822,1041,597,344,428,1399,1000
20140712,1142,1728,473,3161,707,1547,3051,1411,1209,1363,2449,2699
20140713,893,1436,457,2616,650,1204,2475,1163,1067,1099,1916,2281
20140714,1912,2161,606,3956,687,2728,4466,2150,1665,1746,4993,4084
20140715,2497,2775,618,5062,833,2829,4993,2405,1880,1943,5558,4911
20140716,2674,3561,730,6482,851,2703,5158,2529,1915,2073,5731,5484
20140717,2545,3201,695,5844,792,2706,4979,2473,1717,1926,5478,5104
20140718,2105,3097,664,5668,656,2446,4745,2305,1668,1850,4502,4856
20140719,1400,3406,671,6219,536,1549,3430,1566,1148,1319,2804,4456
20140720,1185,3775,545,6885,608,1257,3154,1448,1155,1153,2305,4450
20140721,2013,1892,604,3450,530,1902,3595,1763,1236,1341,4009,3457
20140722,1667,983,382,2058,285,1578,2936,1558,878,1012,3401,2426
20140723,2362,1747,530,3293,487,2222,4036,1940,1184,1554,4413,3571
20140724,2729,2731,625,4657,744,2568,5139,2375,1706,2010,5439,4520
20140725,2457,2479,726,4210,635,2225,4865,2277,1596,1898,4988,4140
20140726,1580,2956,612,4933,628,1526,3927,1798,1287,1526,3631,3668
20140727,1342,2798,555,3554,676,1286,3023,1311,1219,1127,2411,2912
20140728,1781,1270,484,2577,368,1892,3149,1620,1012,1240,3463,3327
20140729,2219,1813,664,3231,523,2203,3869,2161,1210,1556,4205,3626
20140730,2008,1763,507,2838,513,1970,3416,1884,1219,1364,3904,3105
20140731,1587,1202,364,2188,235,1695,2947,1411,902,1007,3234,2555
20140801,1947,2072,564,3198,540,2011,4065,1811,1437,1426,3832,3204
20140802,1508,3250,641,5611,737,1647,3689,1657,1392,1462,2811,4156
20140803,1045,2537,473,3580,581,1096,2786,1175,1028,944,1970,2693
20140804,2214,1868,628,3979,738,2495,4062,2174,1506,1692,4213,3965
20140805,2559,2238,632,4275,722,2574,4565,2408,1691,1797,4991,4486
20140806,2578,2511,647,4354,749,2658,4696,2456,1711,1793,4947,4384
20140807,2498,2849,758,5371,887,2685,5181,2493,1821,1973,5061,4922
20140808,2235,2768,655,5694,720,2320,4769,2378,1612,1805,4438,4859
20140809,1306,3020,499,5718,564,1565,3773,1609,1219,1383,2567,4048
20140810,1508,3569,637,6610,872,1442,3883,1491,1550,1416,2717,4430
20140811,1822,1725,482,3487,532,2044,3385,1829,1195,1250,3678,3491
20140812,1316,921,251,1766,205,1357,2265,1332,704,847,2586,2084
20140813,1631,1202,354,2259,308,1636,2912,1580,819,1095,3221,2337
20140814,1644,1705,421,2574,391,1716,3145,1595,988,1236,3304,2682
20140815,1049,2917,582,3562,731,897,2871,1212,1350,1053,1994,2610
20140816,942,1481,334,1909,337,804,2382,1073,889,1006,1867,1894
20140817,1214,3126,514,3832,896,1265,3495,1244,1517,1298,2382,3026
20140818,2233,2548,764,4885,820,2418,4233,2101,1663,1804,4279,4293
20140819,2019,1803,549,3171,570,2163,4521,1858,1297,1563,4006,3404
20140820,1665,1170,442,2374,374,1819,3542,1464,985,1176,3424,2699
20140821,1642,1754,357,2550,399,1937,4332,1788,1152,1450,3482,2877
20140822,1855,2178,581,3107,575,2139,4509,1854,1384,1591,3867,3244
20140823,928,2100,322,1920,575,1282,2385,983,960,1019,1925,1953
20140824,911,1893,298,1858,513,1126,2232,916,1040,862,1706,1900
20140825,2291,2285,611,3958,801,2425,5071,2092,1729,1705,4606,4078
20140826,1604,1047,346,2014,318,1793,3779,1579,895,1109,3378,2670
20140827,1938,1293,445,2368,417,1873,4145,1714,1002,1259,3913,3024
20140828,2441,2669,637,4053,881,2487,5225,2155,1815,1834,4934,4299
20140829,2202,2866,737,4423,765,2319,5089,2097,1718,1813,4428,4399
20140830,438,552,136,744,90,710,1273,517,248,460,958,1023
20140831,908,1952,345,1902,573,950,1980,816,906,769,1539,2071
20140901,435,180,62,504,59,533,749,310,166,215,832,617
20140902,717,220,126,777,75,616,1152,474,254,325,1296,991
20140903,1742,1089,417,2102,247,1706,3639,1505,861,1134,3360,2547
20140904,2442,2166,621,3531,556,2416,5138,2126,1502,1753,4776,3766
20140905,2535,2486,669,4017,703,2358,5364,2223,1735,1939,4997,4306
20140906,1408,2396,452,2702,649,1591,3271,1350,1180,1346,2805,2593
20140907,1300,2896,451,3038,752,1257,3171,1288,1426,1256,2515,2804
20140908,2554,2231,705,3985,730,2498,5387,2204,1736,1796,5169,4312
20140909,2564,1823,644,3496,656,2544,5549,2289,1504,1822,5012,4057
20140910,2582,1892,661,3216,552,2556,5295,2178,1536,1699,5118,4004
20140911,1070,504,175,1078,119,974,1786,752,434,531,1926,1430
20140912,1098,827,240,1236,205,1144,2515,1025,518,748,2354,1762
20140913,447,349,125,624,83,656,1325,547,240,438,921,781
20140914,727,1316,271,1516,316,795,2252,925,689,774,1587,1534
20140915,1884,1226,466,2306,363,1819,3740,1544,1022,1258,3752,2848
20140916,2326,1627,602,2878,504,2272,4788,1981,1328,1532,4695,3541
20140917,2526,2173,566,3499,607,2443,5220,2142,1613,1825,5195,3943
20140918,2415,1937,555,3029,538,2375,4328,2051,1452,1674,4855,3635
20140919,2242,1816,596,2633,487,2190,4138,2041,1260,1614,4303,3289
20140920,1426,2436,522,3355,622,1687,4281,1630,1252,1563,3168,2999
20140921,1486,3723,604,3496,911,1342,3644,1466,1478,1312,2682,3006
20140922,1717,639,400,1782,253,1583,2873,1376,803,1016,3599,2332
20140923,1788,810,346,1873,247,1696,2838,1473,857,1010,3695,2492
20140924,2252,1581,485,4427,459,2114,3746,1802,1296,1375,4718,3218
20140925,1852,931,372,2619,331,1719,2828,1522,756,1088,3813,2466
20140926,1462,767,342,2151,231,1289,2471,1310,658,926,2914,2047
20140927,858,706,272,2024,280,948,1821,940,430,714,1840,1409
20140928,1300,2928,619,8229,935,1259,3328,1209,1539,1331,2507,2836
20140929,2276,1559,571,4363,563,2120,3883,1775,1417,1541,4664,3281
20140930,2395,1474,498,3065,543,2249,4018,2202,1347,1674,4945,3604
20141001,1395,468,257,1337,145,1207,2004,1177,522,732,2835,1741
20141002,2073,1193,403,2137,334,1956,3617,1834,959,1301,4385,2841
20141003,2124,1479,543,1755,451,1959,3825,1959,1172,1499,4464,3006
20141004,1106,1185,326,1418,368,1191,2419,1179,771,981,2272,1655
20141005,1122,2124,409,2561,618,1113,2455,1173,1188,1022,2129,2402
20141006,2388,1219,488,2552,421,2241,3831,1943,1131,1464,4924,3018
20141007,2202,983,394,2087,364,2082,3497,2031,1031,1412,5057,2753
20141008,2374,1126,461,2312,358,2129,3834,2038,1109,1392,5111,2951
20141009,2324,1588,494,2796,444,2349,4223,2132,1264,1585,5432,3314
20141010,2278,1398,499,2538,463,2224,4072,2046,1274,1525,4849,3103
20141011,952,1036,241,1220,488,1271,2327,1028,720,993,2239,1433
20141012,1357,2942,576,3331,1394,1495,3285,1419,1669,1338,2528,3039
20141013,2308,1030,516,2296,483,2166,3541,1853,1036,1320,4776,2969
20141014,2717,1466,683,2914,522,2448,4439,2245,1338,1702,5517,3475
20141015,2403,1105,587,2356,442,2275,3874,2060,1148,1467,5195,3124
20141016,2483,1242,578,2566,440,2367,3954,2087,1136,1582,5173,3134
20141017,921,279,193,877,108,943,1393,800,361,508,1806,1260
20141018,1303,2077,595,2512,587,1501,2915,1288,1174,1322,2495,2332
20141019,1174,2574,714,2825,827,1327,2583,1122,1400,1215,2377,2387
20141020,2264,1172,564,2274,450,2053,3350,1947,1104,1405,4605,2826
20141021,1824,769,364,1730,260,1606,2841,1462,710,1055,3648,2202
20141022,1339,326,219,1150,112,1061,1752,999,413,603,2626,1460
20141023,1164,317,202,952,99,915,1502,942,386,526,2321,1345
20141024,1365,536,302,1145,187,1275,2125,1182,585,811,2854,1679
20141025,701,689,233,823,210,865,1504,769,444,578,1574,1225
20141026,660,862,247,851,196,693,1747,797,472,486,1352,1059
20141027,1773,650,382,1662,285,1584,2673,1438,743,939,3499,2108
20141028,1876,724,339,1741,254,1601,2829,1635,803,1032,3559,2320
20141029,1832,702,323,1668,240,1614,2805,1633,719,1009,3740,2155
20141030,1799,639,364,1551,253,1550,2740,1652,669,907,3640,2163
20141031,1602,743,372,1425,271,1516,2499,1426,640,899,3175,1954
20141101,764,1398,310,1330,402,916,1792,826,794,790,1517,1344
20141102,571,564,182,651,175,652,1183,630,404,431,995,885
20141103,1669,536,310,1482,229,1459,2491,1377,613,783,3396,1983
20141104,2198,1015,394,1970,383,1748,3400,1838,953,1208,4345,2564
20141105,2137,1119,388,2096,332,1881,3610,1887,1015,1212,4605,2712
20141106,1801,624,308,1492,214,1523,2861,1941,682,903,3814,2155
20141107,1218,437,250,1089,179,1142,1824,1063,463,678,2559,1477
20141108,760,374,121,466,127,717,975,577,225,496,1224,802
20141109,927,1420,217,1619,313,853,1733,911,825,620,1609,1625
20141110,1932,1006,408,1987,377,1786,2985,1618,923,1165,4015,2473
20141111,1929,1092,373,2070,400,1787,3161,1803,963,1149,4328,2620
20141112,1875,762,345,1887,320,1736,2954,1660,810,1106,4239,2339
20141113,1750,555,306,1644,254,1563,2801,1493,701,931,3832,2191
20141114,1728,835,361,1597,330,1528,2594,1533,735,947,3444,2226
20141115,721,540,165,781,166,968,1495,748,377,587,1492,1062
20141116,598,560,154,626,158,647,1126,626,325,407,1112,885
20141117,1553,465,273,1258,203,1260,2002,1267,560,667,3032,1818
20141118,883,169,119,613,56,699,1026,785,279,347,1798,1031
20141119,1730,548,240,1372,217,1366,2265,1457,599,694,3351,1941
20141120,1666,558,283,1356,243,1448,2407,1477,650,751,3477,1980
20141121,1503,537,282,1238,239,1303,2258,1361,654,644,3125,1777
20141122,683,452,154,560,173,768,1295,695,379,464,1339,837
20141123,611,874,164,852,221,667,1095,584,527,349,1194,957
20141124,1461,397,276,1116,208,1179,1811,1225,534,591,2841,1652
20141125,1480,334,231,1047,171,1080,1868,1197,488,557,2750,1556
20141126,1575,525,276,1263,217,1308,2120,1332,545,608,3182,1783
20141127,1474,404,192,1084,169,1136,2017,1324,472,531,2974,1579
20141128,1119,275,174,832,85,865,1520,947,328,395,2095,1203
20141129,390,181,93,353,73,400,595,374,194,187,786,470
20141130,345,190,83,295,72,375,454,290,141,177,589,401
20141201,635,132,97,430,51,503,702,461,186,254,1182,654
20141202,908,189,153,662,74,766,1141,749,297,345,1783,1072
20141203,1108,241,160,820,79,815,1349,900,344,369,2165,1176
20141204,1323,393,220,1026,127,1032,1827,1054,390,469,2548,1460
20141205,1137,365,221,911,144,961,1505,972,421,445,2286,1227
20141206,414,170,80,279,40,485,612,353,225,329,872,470
20141207,185,124,50,163,20,241,279,208,76,139,434,268
20141208,483,445,113,458,78,479,808,484,274,245,986,624
20141209,1406,509,212,1063,156,1065,1828,1079,553,536,2722,1500
20141210,1374,419,209,1020,133,1076,1874,1173,445,555,2692,1463
20141211,1420,426,209,1062,155,1130,1961,1214,479,518,2764,1515
20141212,1309,511,226,1210,172,1128,2013,1173,574,577,2706,1543
20141213,662,581,127,622,114,714,1144,601,400,413,1411,866
20141214,486,395,107,440,95,427,698,432,270,234,877,577
20141215,1226,375,216,948,144,1017,1714,1032,461,445,2490,1398
20141216,1172,304,188,875,135,942,1658,1087,412,465,2496,1328
20141217,1375,403,243,1016,149,1176,1930,1108,455,539,2746,1610
20141218,1393,408,246,1019,140,1147,2020,1183,509,574,2899,1634
20141219,1389,582,240,1136,203,1143,2080,1123,541,687,2680,1645
20141220,666,681,157,662,165,726,1104,608,382,514,1336,888
20141221,432,411,106,448,93,404,733,390,276,282,740,584
20141222,917,250,147,669,125,792,1241,732,338,330,1746,1070
20141223,806,423,210,727,132,718,1143,733,352,361,1670,1129
20141224,315,325,118,430,95,295,459,263,189,170,595,508
20141225,112,93,59,142,25,131,214,118,77,46,286,226
20141226,154,206,75,298,70,184,319,153,157,98,319,306
20141227,213,166,95,199,95,228,349,202,99,141,417,297
20141228,73,65,45,106,21,66,135,74,50,58,175,133
20141229,166,79,59,189,14,124,223,145,69,56,372,285
20141230,209,86,66,211,15,158,298,164,88,73,865,346
20141231,130,109,60,192,17,124,242,97,70,88,317,257
20150101,77,75,55,115,9,74,203,94,80,73,697,253
20150102,268,200,113,420,44,290,444,271,154,111,692,523
20150103,241,263,97,269,80,310,416,201,137,151,541,328
20150104,149,130,38,217,28,155,270,138,92,84,350,298
20150105,257,109,66,280,16,213,356,213,85,129,536,407
20150106,212,341,107,412,30,206,450,190,159,132,495,508
20150107,671,206,133,566,79,497,823,458,212,227,1318,887
20150108,627,166,105,469,37,467,697,441,182,173,1209,717
20150109,812,283,147,639,60,623,1084,598,270,252,1557,1000
20150110,388,293,70,287,44,445,624,339,169,237,751,435
20150111,296,144,61,196,24,270,536,272,109,120,541,336
20150112,1125,337,193,837,120,872,1334,854,407,374,2132,1217
20150113,1375,607,229,1245,191,1149,1885,1067,599,476,2676,1682
20150114,1244,340,200,931,141,937,1498,915,438,425,2361,1410
20150115,1326,440,217,1020,162,1088,1771,1016,469,538,2574,1519
20150116,1118,419,230,969,124,929,1637,943,465,433,2297,1375
20150117,439,367,103,405,88,507,762,406,248,277,888,654
20150118,456,523,137,508,94,442,814,379,282,247,798,723
20150119,1253,339,240,980,161,991,1558,891,452,388,2341,1420
20150120,1236,399,230,986,150,972,1589,974,434,405,2417,1490
20150121,1294,405,219,1013,124,982,1581,984,501,439,2416,1489
20150122,1317,379,229,962,162,1023,1749,1043,503,472,2548,1464
20150123,1025,282,181,811,114,930,1418,851,350,365,2114,1191
20150124,400,293,68,303,74,445,661,378,169,200,869,528
20150125,186,87,51,143,10,193,287,150,69,86,358,237
20150126,1025,304,199,811,32,742,1354,765,357,307,1988,1278
20150127,687,167,99,500,46,487,891,572,190,211,1342,798
20150128,1096,410,171,883,75,789,1411,753,379,394,2213,1384
20150129,945,250,136,713,69,736,1285,735,282,293,1844,1125
20150130,654,163,95,511,39,470,529,339,210,203,1293,801
20150131,402,408,102,398,57,470,735,359,232,227,810,608
20150201,305,320,72,367,40,379,554,250,182,136,585,496
20150202,838,310,167,731,76,711,1183,689,318,303,1646,1102
20150203,908,359,141,926,130,844,1399,790,440,350,1799,1276
20150204,840,243,150,688,97,747,1176,702,314,268,1653,1108
20150205,774,198,117,649,67,661,1104,634,276,233,1571,969
20150206,680,216,131,573,63,627,971,538,236,251,1380,913
20150207,277,296,81,345,80,379,540,304,146,200,607,479
